ubigeo,periodo,departamento,provincia,distrito,ranking,irsip,nivel,percentil,rezago_conflictos,ejecucion_pct,canon_pc,mineria_pc,monto_canon,canon_12m,pim_canon,devengado_canon,mineria_12m,poblacion,n_rezago_conflictos,n_ejecucion_canon,n_canon_pc,n_mineria_pc,contrib_rezago,contrib_ejecucion,contrib_canon,contrib_mineria,irsip_bruto
030506,2026-02-01,Apurímac,Cotabambas,Challhuahuacho,1,74.56,Alto,100,4,4.201390236277627,3621.489051375506,655728.0647006908,121084.62,72534804.21000001,307673312,12925836.49,13133577407.890137,20029,0.5,0.6504494976203067,0.6930341276570655,0.8262334755287922,0.3055,-0.10862506610259122,0.07692678816993427,0.09171191578369593,0.36551363785103896
180106,2026-02-01,Moquegua,Mariscal Nieto,Torata,2,60.64,Alto,99.9,2,2.254211765817821,27259.73447344599,2999682.2404461484,25450872.78,180677520.09000003,199841714,4200315.16,19881893889.67707,6628,0.25,0.5071390798519302,0.863718118023491,0.9200326708067338,0.15275,-0.08469222633527235,0.0958727111006075,0.10212362645954745,0.2660541112248826
190111,2026-02-01,Pasco,Pasco,Tinyahuarco,3,55.04,Medio,99.9,1,0,793.2362134522094,332482.1342640828,399367.29,6050012.6000000015,10889647,0,2535841238.03216,7627,0.125,0,0.5646979773106526,0.7843367785430323,0.076375,-0,0.06268147548148244,0.08706138241827659,0.22611785789975902
150901,2026-02-01,Lima,Oyón,Oyon,4,53.22,Medio,99.8,2,2.0038196949074956,524.911155087481,170747.28333082196,769640.57,6180303.940000001,18795742,297842.08,2010378513.9370975,11774,0.25,0.4849286092014807,0.5298346129667926,0.7432272266227,0.15275,-0.08098307773664727,0.05881164203931397,0.0824982221551197,0.2130767864577864
160305,2026-02-01,Loreto,Loreto,Urarinas,5,52.14,Medio,99.8,4,3.445491428803983,0.004845489111648808,0,0.28,70.09,18821994,447510.19,0,14465,0.5,0.5996827075621365,4.087875271232861e-4,0,0.3055,-0.1001470121628768,4.5375415510684757e-5,0,0.2053983632526339
021014,2026-02-01,Áncash,Huari,San Marcos,6,50.96,Medio,99.7,1,1.2651887152120969,19193.85343357443,1103471.8690933166,40999530.839999996,403378023.7600002,1150266333,14112618.32,23190564800.865143,21016,0.125,0.4029613960867266,0.8340509512007488,0.8583408109922098,0.076375,-0.06729455314648335,0.09257965558328311,0.09527583002013529,0.19693593245693505
021802,2026-02-01,Áncash,Santa,Cáceres del Perú,7,48.79,Medio,99.7,2,2.2825316183089446,754.0160070827801,1787.9554674327892,277867.88,3406644.3200000003,9528261,126150,8077982.801861342,4518,0.25,0.5076679005817029,0.5604152479983722,0.462013740645653,0.15275,-0.08478053939714439,0.062206092527819314,0.05128352521166748,0.1814590783423424
120108,2026-02-01,Junín,Huancayo,Chongos Alto,8,47.76,Medio,99.6,1,0,77.39450896057353,3996.3304265837514,5173.12,107965.34000000008,338980,0,5574880.945084333,1395,0.125,0,0.36886821769813366,0.5116114782008315,0.076375,-0,0.040944372164492836,0.0567888740802923,0.17410824624478513
130809,2026-02-01,La Libertad,Pataz,Pataz,9,44.09,Medio,99.6,1,0.6253063763067419,2006.0111895294897,3636.2903344030137,2531653.56,24216567.08,49244996,307932.1,43897296.91691318,12072,0.125,0.3352723426758329,0.6430950158133167,0.5057887802610337,0.076375,-0.0559904812268641,0.07138354675527817,0.05614255460897474,0.14791062013738882
101007,2026-02-01,Huánuco,Lauricocha,San Miguel de Cauri,10,43.64,Medio,99.5,1,1.6313028293556173,400.2271180931743,270703.02392043517,300912.76,1477638.5199999996,3324856,54238.47,999435564.3142467,3692,0.125,0.44103648863035433,0.5069499074320687,0.7716557724651876,0.076375,-0.07365309360126918,0.05627143972495963,0.08565379074363583,0.14464713686732628
190109,2026-02-01,Pasco,Pasco,Simon Bolívar,11,43.36,Medio,99.4,1,1.7023698085804353,861.2596271874206,95273.10342364416,1466708.1400000001,10187840.129999999,10300410,175351.07,1126985540.3982868,11829,0.125,0.4531993654151243,0.5716474594944582,0.7072357920034789,0.076375,-0.07568429402432576,0.06345286800388486,0.07850317291238615,0.14264674689194523
210302,2026-02-01,Puno,Carabaya,Ajoyani,12,42.03,Medio,99.4,2,3.489872090665965,5743.082784154015,0,2083548.07,15512066.599999994,24352953,765258.6,0,2701,0.25,0.6039132734003173,0.7320210868182683,0,0.15275,-0.100853516657853,0.08125434063682778,0,0.13315082397897476
090411,2026-02-01,Huancavelica,Castrovirreyna,Santa Ana,13,41.76,Medio,99.3,1,0,343.21977272727264,0,7270.82,196321.70999999996,1130843,0,0,572,0.125,0,0.49398996820093766,0,0.076375,-0,0.05483288647030408,0,0.13120788647030407
050619,2026-02-01,Ayacucho,Lucanas,Sancos,14,41.68,Medio,99.3,0,0,1212.4039969931266,11475.464672365812,66967.84999999999,5644953.009999998,9878505,0,53429763.51453522,4656,0,0,0.60053856533623,0.5766732487551144,0,-0,0.06665978075232153,0.0640107306118177,0.1306705113641392
021710,2026-02-01,Áncash,Recuay,Ticapampa,15,41.42,Medio,99.2,0,0,515.976611629576,28233.086049639955,99823.44,1437510.839999999,2234561,0,78657377.73429692,2786,0,0,0.5283855558833732,0.6322077473038792,0,-0,0.058650796703054425,0.07017505995073059,0.12882585665378501
150720,2026-02-01,Lima,Huarochirí,San Juan de Tantaranche,16,41.4,Medio,99.2,0,0,385.93713355048845,40903.96607587392,6926.280000000001,118482.69999999995,209607,0,12557517.585293293,307,0,0,0.5038829856732594,0.6550772323119669,0,-0,0.05593101140973179,0.07271357278662832,0.1286445841963601
110114,2026-02-01,Ica,Ica,Yauca del Rosario,17,41.05,Medio,99.1,0,0,798.878140556369,10553.074107460623,55649.85999999999,1091267.54,1315164,0,14415499.230791211,1366,0,0,0.5652965954709241,0.5715045371372235,0,-0,0.06274792209727258,0.06343700362223181,0.1261849257195044
120124,2026-02-01,Junín,Huancayo,Pariahuanca,18,40.74,Medio,99.1,1,0,157.50263551401875,0,24313.45,674111.2800000003,1820953,0,0,4280,0.125,0,0.4284061068889572,0,0.076375,-0,0.04755307786467425,0,0.12392807786467425
020504,2026-02-01,Áncash,Bolognesi,Aquia,19,40.69,Medio,99,1,3.1011306167767394,2075.0144167679214,29193.749622310534,117135.88,3415473.7299999986,3046921,8304,48052911.87832314,1646,0.125,0.56795346377578,0.645953716770811,0.6342717983285336,0.076375,-0.09484822845055527,0.07170086256156002,0.07040416961446723,0.12363180372547199
200111,2026-02-01,Piura,Piura,Las Lomas,20,40.59,Medio,99,1,0,23.277065081563027,10.261845180088418,1441.31,689210.6199999996,2276646,0,303842.973937238,29609,0.125,0,0.2697348462731397,0.14937531001873075,0.076375,-0,0.029940567936318507,0.016580659412079115,0.12289622734839763
050806,2026-02-01,Ayacucho,Pàucar del Sara Sara,Oyolo,21,40.34,Medio,98.9,0,0.25987600593309346,5317.676957227939,576726.5964411969,289308.88,9821749.340000004,30527751,79334.3,1065214023.6268907,1847,0,0.3008989952406134,0.725513885681207,0.8183139712380652,0,-0.05025013220518244,0.08053204131061398,0.09083285080742523,0.12111475991285676
120209,2026-02-01,Junín,Concepción,Mariscal Castilla,22,40.17,Medio,98.9,1,0,102.13039857651243,0,5436.79,143493.20999999996,765303,0,0,1405,0.125,0,0.3920603866967207,0,0.076375,-0,0.043518702923336,0,0.119893702923336
080801,2026-02-01,Cusco,Espinar,Espinar,23,39.76,Bajo,98.8,1,4.530482864910344,2035.2023274361266,131615.28996961,11878422.41,86508310.13,159753439,6360501.63,5594439515.448242,42506,0.125,0.6684294024325753,0.6443161741271273,0.7271695690742068,0.076375,-0.11162771020624009,0.07151909532811113,0.08071582216723695,0.11698220728910799
210802,2026-02-01,Puno,Melgar,Antauta,24,39.7,Bajo,98.8,1,6.3631020591967316,3576.941025087223,697037.2034086797,3350470.68,21529608.029999994,30875826,1964660.32,4195466927.316843,6019,0.125,0.7710206240084612,0.691987684487568,0.8300022201066958,0.076375,-0.12876044420941302,0.07681063297812005,0.09213024643184323,0.11655543520055026
120433,2026-02-01,Junín,Jauja,Yauli,25,39.69,Bajo,98.7,1,0,70.60200486026733,0,2300.0699999999997,58105.45000000001,296705,0,0,823,0.125,0,0.36120368025286403,0,0.076375,-0,0.04009360850806791,0,0.11646860850806791
120810,2026-02-01,Junín,Yauli,Yauli,26,39.23,Bajo,98.7,0,1.0964900593025195,3703.8888168238987,2308925.8063635766,1629935.68,18845386.299999997,43890884,404665.18,11747814502.777878,5088,0,0.38498149127445797,0.6949362382815603,0.9038871545902465,0,-0.06429190904283448,0.07713792244925319,0.10033147415951736,0.11317748756593607
211002,2026-02-01,Puno,San Antonio de Putina,Ananea,27,38.83,Bajo,98.6,2,7.46352436036628,921.7756101619705,59.759175472673164,305224.7,8308885.3500000015,11200160,835926.67,538669.2077106759,9014,0.25,0.8064516129032258,0.5773837328744964,0.2533521834292064,0.15275,-0.1346774193548387,0.0640895943490691,0.02812209236064191,0.1102842673548723
150103,2026-02-01,Lima,Lima,Ate,28,38.81,Bajo,98.5,3,6.323149966742678,1.7464474044194331,0,5606.3,1321384.8100000005,7526162,475890.51,0,756613,0.375,0.7689053410893707,0.08544053687711732,0,0.229125,-0.1284071919619249,0.009483899593360023,0,0.11020170763143511
120807,2026-02-01,Junín,Yauli,Santa Bárbara de Carhuacayan,29,38.41,Bajo,98.5,0,0.8628388715604108,5901.366011004126,306818.7425483283,295270.95,4290293.09,9189433,79290,223057225.8326347,727,0,0.36329984135378107,0.7343199238859504,0.7793813702706004,0,-0.06067107350608144,0.0815095115513405,0.08651133210003664,0.1073497701452957
170103,2026-02-01,Madre de Dios,Tambopata,Las Piedras,30,37.62,Bajo,98.4,1,0,13.816857571857568,0,1167.52,386485.1399999999,1576220,0,0,27972,0.125,0,0.22797761234560693,0,0.076375,-0,0.025305514970362368,0,0.10168051497036237
100102,2026-02-01,Huánuco,Huánuco,Amarilis,31,37.43,Bajo,98.4,1,0,11.796473025943369,0,189497.87000000002,1104468.38,1709296,0,0,93627,0.125,0,0.2155801696112675,0,0.076375,-0,0.023929398826850693,0,0.10030439882685069
021801,2026-02-01,Áncash,Santa,Chimbote,32,37.35,Bajo,98.3,2,5.450423193916786,1396.8439807259101,0,99248000.7,298877119.18000007,201574613,4484439.15,0,213966,0.25,0.7244843997884717,0.6125051669645255,0,0.15275,-0.12098889476467478,0.06798807353306233,0,0.09974917876838754
190108,2026-02-01,Pasco,Pasco,San Francisco de Asís de Yarusyacan,33,37.18,Bajo,98.3,0,1.5681218072753493,3755.8000721561966,871799.0172362793,1101287.1300000001,8848664.969999999,15075290,236398.91,2053958484.608674,2356,0,0.4336329984135378,0.6961129537891417,0.8438033011688342,0,-0.07241671073506081,0.07726853787059473,0.0936621664297406,0.09851399356527452
080708,2026-02-01,Cusco,Chumbivilcas,Velille,34,36.97,Bajo,98.2,1,7.844293002716259,1482.1337861504785,503324.2597164913,293152.56999999995,12863439.130000003,33407349,2501743.34,4368351250.079428,8679,0.125,0.8249603384452671,0.6175138577005888,0.8099160177919049,0.076375,-0.13776837652035961,0.06854403820476536,0.08990067797490145,0.09705133965930719
030503,2026-02-01,Apurímac,Cotabambas,Coyllurqui,35,36.56,Bajo,98.2,1,0.9326741203349985,4788.864166273028,0,81752.62000000001,30414076.32,140592697,1043542.72,0,6351,0.125,0.370174510840825,0.7166576290312088,0,0.076375,-0.061819143310417775,0.07954899682246418,0,0.0941048535120464
190104,2026-02-01,Pasco,Pasco,Huayllay,36,36.53,Bajo,98.1,0,0.6890329758067127,1237.2173892881988,230176.9838445079,1125499.39,10672237.200000003,20853925,143690.42,1985506662.642725,8626,0,0.3442622950819672,0.6022505018183629,0.7616514491506491,0,-0.057491803278688525,0.06684980570183828,0.08454331085572205,0.0939013132788718
100207,2026-02-01,Huánuco,Ambo,San Rafael,37,36.5,Bajo,98.1,1,0,5.321202193475817,0,7270.79,37844.390000000014,337373,0,0,7112,0.125,0,0.15593717472931215,0,0.076375,-0,0.017309026394953648,0,0.09368402639495364
100605,2026-02-01,Huánuco,Leoncio Prado,Luyando,38,36.31,Bajo,98,1,0,4.447113067169655,0,7726.7,42438.80000000002,484567,0,0,9543,0.125,0,0.14335133937868674,0,0.076375,-0,0.01591199867103423,0,0.09228699867103422
100101,2026-02-01,Huánuco,Huánuco,Huanuco,39,36.25,Bajo,98,1,0,4.216438331318018,0,69094.37,418439.3400000001,3464932,0,0,99240,0.125,0,0.13969197212336593,0,0.076375,-0,0.015505808905693618,0,0.09188080890569361
150126,2026-02-01,Lima,Lima,Punta Hermosa,40,36.21,Bajo,97.9,1,0,4.067296462227713,0,3940.1800000000003,105310.43999999994,2058656,0,0,25892,0.125,0,0.13723884959671487,0,0.076375,-0,0.01523351230523535,0,0.09160851230523535
210304,2026-02-01,Puno,Carabaya,Coasa,41,36.17,Bajo,97.9,1,0.12909992292836284,827.8364185596911,0,207966.65,3425587.1000000015,4563287,3026,0,4138,0.125,0.28820729772607084,0.5683041506257528,0,0.076375,-0.048130618720253836,0.06308176071945856,0,0.09132614199920472
210706,2026-02-01,Puno,Lampa,Palca,42,36.12,Bajo,97.8,1,0.45694660072772164,1396.105071488646,0,104729.17000000001,1659968.9300000002,3654694,16700,0,1189,0.125,0.3199365415124273,0.6124604515473941,0,0.076375,-0.05342940243257536,0.06798311012176075,0,0.0909287076891854
120803,2026-02-01,Junín,Yauli,Huay-Huay,43,36.11,Bajo,97.8,0,1.8539340463403542,4631.500776371308,560329.4960232364,600217.87,10976656.84,21233545,393655.92,1327980905.5750704,2370,0,0.4727657324167107,0.7138325913749088,0.8165346551142668,0,-0.0789518773135907,0.07923541764261488,0.09063534671768361,0.0909188870467078
151002,2026-02-01,Lima,Yauyos,Alis,44,35.96,Bajo,97.7,0,0.7396157963512998,470.30042291950883,540372.5499901115,164123.9,689460.4199999999,4690273,17120,792186158.2855034,1466,0,0.34955050237969326,0.5205627824764885,0.8142974298228766,0,-0.058374933897408776,0.05778246885489022,0.0903870147103393,0.08979454966782074
150123,2026-02-01,Lima,Lima,Pachacamac,45,35.75,Bajo,97.6,1,0,2.582667665574839,0,17463.33,444704.38000000035,2166261,0,0,172188,0.125,0,0.10791887349295268,0,0.076375,-0,0.011978994957717747,0,0.08835399495771774
100501,2026-02-01,Huánuco,Huamalíes,Llata,46,35.59,Bajo,97.6,1,0,2.1493831396709044,0,5212.669999999999,27561.540000000008,1520611,0,0,12823,0.125,0,0.0970178663810796,0,0.076375,-0,0.010768983168299837,0,0.08714398316829984
150132,2026-02-01,Lima,Lima,San Juan de Lurigancho,47,35.56,Bajo,97.5,1,0,2.0873313191649654,0,92597.91,2715169.2699999996,14361790,0,0,1300785,0.125,0,0.09533498667174471,0,0.076375,-0,0.010582183520563664,0,0.08695718352056367
180204,2026-02-01,Moquegua,General Sánchez Cerro,Ichuña,48,35.45,Bajo,97.5,1,1.333872501113947,4212.965089686098,0,1148414.8,11273894.579999998,14143402,188654.95,0,2676,0.125,0.4103648863035431,0.7058245351892605,0,0.076375,-0.06853093601269171,0.07834652340600791,0,0.0861905873933162
220907,2026-02-01,San Martín,San Martín,Huimbayoc,49,35.44,Bajo,97.4,1,0,1.8272591723906846,0,401.15,10906.909999999996,196175,0,0,5969,0.125,0,0.08789299170568776,0,0.076375,-0,0.00975612207933134,0,0.08613112207933134
030101,2026-02-01,Apurímac,Abancay,Abancay,50,35.3,Bajo,97.4,1,0.6735237696707805,1081.0742756487368,0,-5070982.45,88070796.94,81403862,548274.36,0,81466,0.125,0.34056054997355895,0.5908512276660225,0,0.076375,-0.05687361184558435,0.0655844862709285,0,0.08508587442534415
090106,2026-02-01,Huancavelica,Huancavelica,Huachocolpa,51,35.14,Bajo,97.3,0,1.7134052376345688,1590.8458745387454,587276.0025256017,290674.61,2155596.16,5160192,88415,795758983.4221902,1355,0,0.45637228979375993,0.6234959995304685,0.8194321823644922,0,-0.07621417239555792,0.06920805594788201,0.09095697224245863,0.08395085579478273
150135,2026-02-01,Lima,Lima,San Martín de Porres,52,35.05,Bajo,97.3,1,0,1.0918502017267657,0,29379.47,887382.6899999995,3183082,0,0,812733,0.125,0,0.062415900476864655,0,0.076375,-0,0.006928164952931977,0,0.08330316495293197
150118,2026-02-01,Lima,Lima,Lurigancho,53,34.58,Bajo,97.2,1,0.8159359091064123,2.6601027301292017,1678.6762812730728,26595.36,892310.1799999997,4720421,23992.4,563098529.1428021,335442,0.125,0.35589635113696455,0.10972725297738826,0.45812542411781215,0.076375,-0.05943469063987308,0.012179725080490098,0.05085192207707715,0.07997195651769416
040101,2026-02-01,Arequipa,Arequipa,Arequipa,54,34.55,Bajo,97.2,0,0,4883.078989133041,0,10974797.47,264667764.28999996,8293909,0,0,54201,0,0,0.718304916946478,0,0,-0,0.07973184578105906,0,0.07973184578105906
120605,2026-02-01,Junín,Satipo,Pampa Hermosa,55,34.51,Bajo,97.1,1,0.11692631488256597,224.13310930314816,0,22563.84,633624.2999999998,1624955,1900,0,2827,0.125,0.28609201480698043,0.45808303521148735,0,0.076375,-0.04777736647276574,0.050847216908475094,0,0.07944485043570935
140312,2026-02-01,Lambayeque,Lambayeque,Tucume,56,34.5,Bajo,97.1,1,0,0.380123864888484,0,31.82,10004.48000000001,752932,0,0,26319,0.125,0,0.0272457998481196,0,0.076375,-0,0.003024283783141276,0,0.07939928378314128
010101,2026-02-01,Amazonas,Chachapoyas,Chachapoyas,57,34.22,Bajo,97,1,0,0.11335954843890225,0,376.19,4799.869999999999,491021,0,0,42342,0.125,0,0.009081170509751931,0,0.076375,-0,0.0010080099265824644,0,0.07738300992658247
131006,2026-02-01,La Libertad,Santiago de Chuco,Quiruvilca,58,34.21,Bajo,97,1,5.728505094613707,1626.385935592971,3281.9565747753745,185996.4,22120475.11,23494323,623501.47,44637891.37351987,13601,0.125,0.7419354838709677,0.6253633405622476,0.4994659793500284,0.076375,-0.12390322580645162,0.06941533080240948,0.055440723707853155,0.07732782870381102
210602,2026-02-01,Puno,Huancané,Cojata,59,34.2,Bajo,96.9,1,0.19280252551351784,211.8441065337181,0,59257.67,807337.8899999997,3179393,4181.81,0,3811,0.125,0.29613960867266,0.4533360354543736,0,0.076375,-0.04945531464833422,0.05032029993543547,0,0.07723998528710124
210804,2026-02-01,Puno,Melgar,Llalli,60,34.18,Bajo,96.9,2,7.185023748124811,471.0886339937435,0,88409.26000000001,903548,1171882,84200,0,1918,0.25,0.7990481226864093,0.520704098651998,0,0.15275,-0.13344103648863037,0.05779815495037177,0,0.0771071184617414
060702,2026-02-01,Cajamarca,Hualgayoc,Chugur,61,34.16,Bajo,96.8,0,0.8202715540913283,1853.786129889859,15270.940227334473,636107.0700000001,4881018.879999999,17802641,139530,40208385.61857167,2633,0,0.3569539925965098,0.6364244628205133,0.5942989904898359,0,-0.05961131676361714,0.07064311537307698,0.06596718794437179,0.07699898655383162
211209,2026-02-01,Puno,Sandia,Alto Inambari,62,34.14,Bajo,96.7,1,0.982758624236675,430.88212820149994,1.5088384593140702,207327.42,3045044,4860807,47770,10662.961391972534,7067,0.125,0.37599153886832365,0.5131762885904468,0.05674288336736093,0.076375,-0.06279058699101005,0.0569625680335396,0.006298460053777063,0.0768454410963066
010509,2026-02-01,Amazonas,Luya,Luya,63,34.09,Bajo,96.7,1,0,0.006351631279129981,0,2.04,24.529999999999987,152733,0,0,3862,0.125,0,5.354510277619451e-4,0,0.076375,-0,5.943506408157591e-5,0,0.07643443506408157
010402,2026-02-01,Amazonas,Condorcanqui,El Cenepa,64,34.08,Bajo,96.6,1,0,8.062214611872214e-5,0,0.5599999999999999,1.1300000000000097,395908,0,0,14016,0.125,0,6.817841945619455e-6,0,0.076375,-0,7.567804559637595e-7,0,0.07637575678045597
010403,2026-02-01,Amazonas,Condorcanqui,Río Santiago,65,34.08,Bajo,96.6,1,0,0.001426906511274387,0,0.13,28.160000000000025,641523,0,0,19735,0.125,0,1.2058573520857775e-4,0,0.076375,-0,1.338501660815213e-5,0,0.07638838501660815
010609,2026-02-01,Amazonas,Rodríguez de Mendoza,Omia,66,34.08,Bajo,96.5,1,0,0.002423835983904961,0,1.07,25.299999999999983,260744,0,0,10438,0.125,0,2.0473283994040713e-4,0,0.076375,-0,2.272534523338519e-5,0,0.07639772534523338
010701,2026-02-01,Amazonas,Utcubamba,Bagua Grande,67,34.08,Bajo,96.5,1,0,0.0014049288259149184,0,4.58,85.56999999999994,1715354,0,0,60907,0.125,0,1.1872973704608406e-4,0,0.076375,-0,1.317900081211533e-5,0,0.07638817900081211
211208,2026-02-01,Puno,Sandia,Yanahuaya,68,33.96,Bajo,96.4,0,0,297.79935849056596,24.060761139317762,37462.07,552417.8099999998,785455,0,44632.71191343445,1855,0,0,0.4820228070626667,0.19871938244045398,0,-0,0.053504531583956,0.02205785145089039,0.07556238303484639
170204,2026-02-01,Madre de Dios,Manu,Huepetuhe,69,33.76,Bajo,96.4,0,0,121.37441569869759,67.84008440380568,3723.23,1379298.8599999994,2044754,0,770934.7191648476,11364,0,0,0.40652935559250725,0.2610551866110231,0,-0,0.04512475847076831,0.028977125713823566,0.07410188418459188
050703,2026-02-01,Ayacucho,Parinacochas,Coronel Castañeda,70,33.67,Bajo,96.3,0,0,2505.35105263158,0,1484865.7799999998,5616997.060000002,12444498,0,0,2242,0,0,0.6618846168046941,0,0,-0,0.07346919246532105,0,0.07346919246532105
050808,2026-02-01,Ayacucho,Pàucar del Sara Sara,San Javier de Alpabamba,71,33.59,Bajo,96.3,0,0,2363.3855440414513,0,46125.7,456133.41000000015,1156472,0,0,193,0,0,0.6569534317417832,0,0,-0,0.07292183092333794,0,0.07292183092333794
210107,2026-02-01,Puno,Puno,Coata,72,33.53,Bajo,96.2,1,0.31077406783904715,158.9391731484612,0,65408.07,939966.2699999996,1705419,5300,0,5914,0.125,0.30883130618720256,0.42916911639473304,0,0.076375,-0.05157482813326283,0.047637771919815365,0,0.07243794378655254
050803,2026-02-01,Ayacucho,Pàucar del Sara Sara,Corculla,73,33.43,Bajo,96.2,0,0,2079.686824146981,0,18317.89,792360.6799999997,2329837,0,0,381,0,0,0.6461438386723078,0,0,-0,0.07172196609262617,0,0.07172196609262617
200101,2026-02-01,Piura,Piura,Piura,74,33.36,Bajo,96.1,2,6.2414903088245755,136.33669833259867,0,39865.64,26909183.159999996,11732065,654811.86,0,197373,0.25,0.7646747752511899,0.4162843847188904,0,0.15275,-0.1277006874669487,0.04620756670379683,0,0.07125687923684812
040516,2026-02-01,Arequipa,Caylloma,Tapay,75,33.2,Bajo,96.1,0,2.7665266283704795,2480.5065644171777,342684.8458450655,255476.7,2425935.42,4408794,48063.520000000004,335145779.23647404,978,0,0.5420412480169222,0.6610421366582908,0.7862013318049744,0,-0.09052088841882601,0.07337567716907029,0.08726834783035216,0.07012313658059643
030217,2026-02-01,Apurímac,Andahuaylas,Tumay Huaraca,76,33.15,Bajo,96,0,0.8568689009822565,870.5970287000563,16961.984680482023,13128.57,1547050.92,6236660,53440,30141446.777216557,1777,0,0.36224219989423584,0.5725583310052372,0.6007773618843645,0,-0.06049444738233739,0.06355397474158134,0.06668628716916446,0.0697458145284084
230403,2026-02-01,Tacna,Tarata,Estique,77,33.14,Bajo,96,0,0,1673.8237623762373,0,25436.370000000003,338112.3999999999,578629,0,0,202,0,0,0.6277932500126615,0,0,-0,0.06968505075140542,0,0.06968505075140542
040505,2026-02-01,Arequipa,Caylloma,Caylloma,78,33.12,Bajo,95.9,0,2.1097210542405107,1572.8708175923314,176875.10241737613,379729.01999999996,5578972.789999999,8930410,162246.74,627375988.2744331,3547,0,0.4928609201480698,0.6225356198287958,0.7454023269527915,0,-0.08230777366472766,0.06910145380099633,0.08273965829175986,0.06953333842802853
131003,2026-02-01,La Libertad,Santiago de Chuco,Cachicadan,79,33.03,Bajo,95.8,1,1.3928565857601127,740.3278042959429,0,57518.869999999995,4032565.5500000007,2756637,38396,0,5447,0.125,0.4161819143310418,0.558867973992043,0,0.076375,-0.06950237969328399,0.06203434511311678,0,0.0689069654198328
020515,2026-02-01,Áncash,Bolognesi,Ticllos,80,33.02,Bajo,95.8,0,0,1531.707663934426,0,52181.45,747473.3399999999,1061147,0,0,488,0,0,0.6202943620738144,0,0,-0,0.06885267419019339,0,0.06885267419019339
021102,2026-02-01,Áncash,Huarmey,Cochapeti,81,32.91,Bajo,95.7,0,0,1402.235273698264,0,84775.5,1050274.2199999997,2364897,0,0,749,0,0,0.6128307098048545,0,0,-0,0.06802420878833886,0,0.06802420878833886
190113,2026-02-01,Pasco,Pasco,Yanacancha,82,32.83,Bajo,95.7,1,1.9383550201084387,2038.8434472767528,0,5172665.86,62627154.17000002,22967223,445186.32,0,30717,0.125,0.48175568482284503,0.6444672642632244,0,0.076375,-0.08045319936541513,0.07153586633321792,0,0.06745766696780278
021704,2026-02-01,Áncash,Recuay,Huayllapampa,83,32.81,Bajo,95.6,0,0,1305.507710526315,0,40219.07,496092.9299999997,761617,0,0,380,0,0,0.6067905728395507,0,0,-0,0.06735375358519013,0,0.06735375358519013
190110,2026-02-01,Pasco,Pasco,Ticlacayan,84,32.77,Bajo,95.6,0,0,1261.103055028464,0,165871.57,1993803.9300000016,4159574,0,0,1581,0,0,0.6038663292119469,0,0,-0,0.06702916254252611,0,0.06702916254252611
021809,2026-02-01,Áncash,Santa,Nuevo Chimbote,85,32.76,Bajo,95.5,2,10.017309332544302,683.1817387970775,0,10888308.629999999,139893758.28999996,297036179,17118219.86,0,204768,0.25,0.8804865150713908,0.5520839232131091,0,0.15275,-0.14704124801692225,0.06128131547665511,0,0.06699006745973285
040114,2026-02-01,Arequipa,Arequipa,Polobaya,86,32.76,Bajo,95.5,0,0,1251.3085162287487,0,41273.06,809596.6100000003,1402785,0,0,647,0,0,0.6032074741343156,0,0,-0,0.06695602962890904,0,0.06695602962890904
050707,2026-02-01,Ayacucho,Parinacochas,San Francisco de Rivacayco,87,32.69,Bajo,95.4,0,0,1188.1464220183482,0,134726.93,518031.83999999985,1030846,0,0,436,0,0,0.5988307940531694,0,0,-0,0.06647021813990181,0,0.06647021813990181
020303,2026-02-01,Áncash,Antonio Raymondi,Chaccho,88,32.68,Bajo,95.4,0,0,1182.345462328767,0,113237.36,1380979.5,2051541,0,0,1168,0,0,0.5984172364078962,0,0,-0,0.06642431324127648,0,0.06642431324127648
050810,2026-02-01,Ayacucho,Pàucar del Sara Sara,Sara Sara,89,32.59,Bajo,95.3,0,0,1104.2658640226632,0,8824.37,389805.8500000001,983245,0,0,353,0,0,0.5926446002341367,0,0,-0,0.06578355062598917,0,0.06578355062598917
061104,2026-02-01,Cajamarca,San Miguel,Catilluc,90,32.58,Bajo,95.3,0,0,1089.7430394524959,0,543526.99,2706921.71,8003312,0,0,2484,0,0,0.5915260296286425,0,0,-0,0.06565938928877932,0,0.06565938928877932
020903,2026-02-01,Áncash,Corongo,Bambas,91,32.54,Bajo,95.2,0,0,1056.2965936739668,0,34270.86,434137.9000000004,831332,0,0,411,0,0,0.5888922292167029,0,0,-0,0.06536703744305403,0,0.06536703744305403
021407,2026-02-01,Áncash,Ocros,Llipa,92,32.53,Bajo,95.2,0,0,1055.3126960784316,0,17342.6,215283.79000000004,406779,0,0,204,0,0,0.5888134946761046,0,0,-0,0.06535829790904761,0,0.06535829790904761
020502,2026-02-01,Áncash,Bolognesi,Abelardo Pardo Lezameta,93,32.51,Bajo,95.1,0,0,1037.851016949152,0,12966.359999999999,183699.6299999999,276177,0,0,177,0,0,0.5874038223574405,0,0,-0,0.0652018242816759,0,0.0652018242816759
030505,2026-02-01,Apurímac,Cotabambas,Mara,94,32.47,Bajo,95.1,1,2.1896224629919403,2172.6725447181902,0,20661.67,12875257.499999996,45463543,995479.95,0,5926,0.125,0.5007932310946589,0.6498411952353987,0,0.076375,-0.08363246959280804,0.07213237267112926,0,0.06487490307832122
