ubigeo,periodo,departamento,provincia,distrito,ranking,irsip,nivel,percentil,rezago_conflictos,ejecucion_pct,canon_pc,mineria_pc,monto_canon,canon_12m,pim_canon,devengado_canon,mineria_12m,poblacion,n_rezago_conflictos,n_ejecucion_canon,n_canon_pc,n_mineria_pc,contrib_rezago,contrib_ejecucion,contrib_canon,contrib_mineria,irsip_bruto
020904,2026-02-01,Áncash,Corongo,Cusca,1661,9.92,Muy bajo,12.2,0,17.803923296278423,972.7392687950573,0,209568.77,2833589.490000002,5141289,776915.24,0,2913,0,0.9624537281861449,0.5819299376118466,0,0,-0.1607297726070862,0.06459422307491498,0,-0.09613554953217122
130701,2026-02-01,La Libertad,Pacasmayo,San Pedro de Lloc,1662,9.92,Muy bajo,12.1,0,7.544637988174983,64.8693281053345,0,77156.77,1340070.58,2416910,49133,0,20658,0,0.8112109994711793,0.35414640075852044,0,0,-0.13547223691168694,0.03931025048419577,0,-0.09616198642749117
040105,2026-02-01,Arequipa,Arequipa,Characato,1663,9.9,Muy bajo,12.1,0,13.690029292030992,604.4283469189716,0,640820.73,12457268.230000004,30943911,2078886.98,0,20610,0,0.9365415124272871,0.5417422297212475,0,0,-0.15640243257535696,0.06013338749905848,0,-0.09626904507629849
020109,2026-02-01,Áncash,Huaraz,Pampas Grande,1664,9.89,Muy bajo,12,0,15.055996662975923,717.2917747077572,0,54228.5,674971.5599999996,1172302,21500,0,941,0,0.9465891062929667,0.5561983869515086,0,0,-0.15808038075092545,0.061738020951617456,0,-0.096342359799308
240102,2026-02-01,Tumbes,Tumbes,Corrales,1665,9.88,Muy bajo,12,0,3.1626729531235833,6.957272659007359e-4,0,0.7,18.5300000000002,6617400,39200,0,26634,0,0.5774722369116869,5.8816350447853334e-5,0,0,-0.09643786356425173,6.52861489971172e-6,0,-0.09643133494935202
030214,2026-02-01,Apurímac,Andahuaylas,San Miguel de Chaccrampa,1666,9.83,Muy bajo,11.9,0,14.762123850919199,656.7599219765931,0,6471.92,1010096.7600000002,8798772,562339.58,0,1538,0,0.9444738233738763,0.5487533019704515,0,0,-0.15772712850343734,0.06091161651872011,0,-0.09681551198471723
110504,2026-02-01,Ica,Pisco,Independencia,1667,9.83,Muy bajo,11.9,0,12.244872124794071,425.32099749341205,0,363497.27999999997,6617569.3999999985,15135655,1795645.6,0,15559,0,0.9201480698043363,0.5120802668573006,0,0,-0.15366472765732417,0.05684090962116036,0,-0.0968238180361638
090725,2026-02-01,Huancavelica,Tayacaja,Cochabamba,1668,9.79,Muy bajo,11.8,0,8.778394378591715,127.30417808219178,0,6948.63,92932.05,1874975,131542.7,0,730,0,0.8540454785827605,0.41053102438376143,0,0,-0.142625594923321,0.04556894370659752,0,-0.09705665121672348
110201,2026-02-01,Ica,Chincha,Chincha Alta,1669,9.76,Muy bajo,11.8,0,15.463039272256864,665.9855865128452,0,2574840.6,56746633.870000005,54363797,8345744.47,0,85207,0,0.9481755684822845,0.5499312124900223,0,0,-0.15834531993654152,0.06104236458639248,0,-0.09730295535014905
030207,2026-02-01,Apurímac,Andahuaylas,Kishuara,1670,9.73,Muy bajo,11.7,0,11.697926658027741,328.141493169136,0,12140.499999999998,1705351.3399999999,11999950,1403745.35,0,5197,0,0.9095716552088842,0.49020191263057766,0,0,-0.15189846641988367,0.054412412301994124,0,-0.09748605411788955
250305,2026-02-01,Ucayali,Padre Abad,Alexander Von Humboldt,1671,9.71,Muy bajo,11.7,0,3.2483337747965093,0.0016913815886066656,0,0.04,11.52,1117496,31300,0,6811,0,0.5848757271285034,1.429172526977493e-4,0,0,-0.09767424643046008,1.5863815049450173e-5,0,-0.09765838261541063
081212,2026-02-01,Cusco,Quispicanchi,Quiquijana,1672,9.68,Muy bajo,11.6,0,11.412769049123483,289.5744488092316,0,257888.98,3538310.1900000013,19740029,2123917.25,0,12219,0,0.9048122686409307,0.479662282204671,0,0,-0.15110364886303543,0.05324251332471848,0,-0.09786113553831695
130208,2026-02-01,La Libertad,Ascope,Casa Grande,1673,9.68,Muy bajo,11.6,0,7.812912539280374,67.15444592612347,0,109975.06,2014364.7599999998,3866753,178046.4,0,29996,0,0.8233738762559493,0.3570304914943717,0,0,-0.13750343733474354,0.03963038455587526,0,-0.09787305277886829
020304,2026-02-01,Áncash,Antonio Raymondi,Chingas,1674,9.64,Muy bajo,11.5,0,18.184038788959302,829.463497199751,0,108685.37000000001,1332947.8399999999,2342316,134274.13,0,1607,0,0.9656266525647805,0.5684700038306582,0,0,-0.16125965097831835,0.06310017042520305,0,-0.0981594805531153
040203,2026-02-01,Arequipa,Camaná,Mariano Nicolás Valcárcel,1675,9.64,Muy bajo,11.4,0,16.244199728672065,695.2876464138875,0,416813.12,7609923.289999999,10679328,1119818.4,0,10945,0,0.955579058699101,0.5535671985826769,0,0,-0.1595817028027499,0.061445959042677134,0,-0.09813574376007275
110103,2026-02-01,Ica,Ica,Los Aquijes,1676,9.63,Muy bajo,11.4,0,12.061659841009625,346.204569746221,0,603645.09,10054126.910000004,24225995,2422740.92,0,29041,0,0.9169751454257007,0.4947201195819719,0,0,-0.15313484928609203,0.05491393327359888,0,-0.09822091601249315
080206,2026-02-01,Cusco,Acomayo,Rondocan,1677,9.61,Muy bajo,11.3,0,9.780051648856999,167.7155503785672,0,21314.25,287967.59999999986,1617848,136156.87,0,1717,0,0.8773135906927552,0.4336868304962662,0,0,-0.14651136964569011,0.04813923818508555,0,-0.09837213146060456
100609,2026-02-01,Huánuco,Leoncio Prado,Pueblo Nuevo,1678,9.6,Muy bajo,11.3,0,4.928778394581706,5.389268172888017,0,4050.92,21945.100000000006,389643,19204.64,0,4072,0,0.6938127974616605,0.1568429338238231,0,0,-0.1158667371760973,0.017409565654444365,0,-0.09845717152165294
021204,2026-02-01,Áncash,Huaylas,Huaylas,1679,9.57,Muy bajo,11.2,0,13.40353875376925,445.90066988533505,0,59995.46,738857.4100000001,1537773,85765,0,1657,0,0.9338974087784241,0.5160671587136182,0,0,-0.15596086726599684,0.05728345461721162,0,-0.09867741264878521
040407,2026-02-01,Arequipa,Castilla,Huancarqui,1680,9.57,Muy bajo,11.2,0,14.143444394441943,504.3729856972587,0,57430.5,846337.8700000001,1799910,207490.16999999998,0,1678,0,0.940772078265468,0.526465769018862,0,0,-0.15710893707033316,0.058437700361093685,0,-0.09867123670923947
110108,2026-02-01,Ica,Ica,Salas,1681,9.57,Muy bajo,11.1,0,15.79434840652082,606.4879828678713,0,1129933.8,20673962.36,37419535,4336593.69,0,34088,0,0.9508196721311475,0.5420294400896257,0,0,-0.15878688524590165,0.06016526784994845,0,-0.0986216173959532
240301,2026-02-01,Tumbes,Zarumilla,Zarumilla,1682,9.57,Muy bajo,11.1,0,3.3324072006959566,0.0011296883618312262,0,0.91,32.77000000000021,17572357,495910.16,0,29008,0,0.5906927551560022,9.548244732213062e-5,0,0,-0.09864569011105237,1.05985516527565e-5,0,-0.09863509155939962
051011,2026-02-01,Ayacucho,Víctor Fajardo,Sarhua,1683,9.53,Muy bajo,11,0,9.15579457920644,130.97851030110925,0,43373.72,330589.7599999998,4048042,370630.41,0,2524,0,0.866737176097303,0.41291884701964965,0,0,-0.1447451084082496,0.04583399201918111,0,-0.09891111638906849
120906,2026-02-01,Junín,Chupaca,San Juan de Iscos,1684,9.52,Muy bajo,11,0,8.658706120078442,93.99112439132362,0,7851.52,212325.95000000007,704223,60976.6,0,2259,0,0.8487572712850344,0.38510792503223723,0,0,-0.14174246430460075,0.04274697967857833,0,-0.09899548462602242
021209,2026-02-01,Áncash,Huaylas,Santo Toribio,1685,9.5,Muy bajo,10.9,0,15.97225994726591,584.459315332691,0,50296.619999999995,606084.3100000005,1207568,184775.9,0,1037,0,0.9518773135906927,0.5389058328797398,0,0,-0.1589635113696457,0.05981854744965112,0,-0.09914496391999458
040112,2026-02-01,Arequipa,Arequipa,Paucarpata,1686,9.46,Muy bajo,10.9,0,12.62214065050727,358.92965685364726,0,2424824.0999999996,50281019.910000026,92689264,8956067.89,0,140086,0,0.9264939185616076,0.49776412812984067,0,0,-0.15472448439978848,0.05525181822241231,0,-0.09947266617737616
050604,2026-02-01,Ayacucho,Lucanas,Carmen Salcedo,1687,9.44,Muy bajo,10.8,0,8.92893682405158,104.93103476821197,0,3730.88,126756.69000000006,268789,24000,0,1208,0,0.8582760444209413,0.39432632891331465,0,0,-0.1433320994182972,0.043770222509377926,0,-0.09956187690891927
131005,2026-02-01,La Libertad,Santiago de Chuco,Mollepata,1688,9.43,Muy bajo,10.8,0,18.65173234036793,749.3318706896549,0,27672.73,1738449.9399999995,1832088,60982.23,0,2320,0,0.9687995769434162,0.5598889470704267,0,0,-0.16178952934955051,0.062147673124817365,0,-0.09964185622473315
050108,2026-02-01,Ayacucho,Huamanga,Quinua,1689,9.36,Muy bajo,10.7,0,7.926434752585508,54.54829682902909,0,28550.300000000003,333726.48,4008496,313756.79,0,6118,0,0.8254891591750396,0.33973418480832607,0,0,-0.13785668958223163,0.03771049451372419,0,-0.10014619506850744
150111,2026-02-01,Lima,Lima,El Agustino,1690,9.36,Muy bajo,10.7,0,4.169937681117282,1.4219871634404275,0,11236.64,346508.4099999999,1238148,51630,0,243679,0,0.6493918561607614,0.07480855976380246,0,0,-0.10844843997884716,0.008303750133782073,0,-0.1001446898450651
030208,2026-02-01,Apurímac,Andahuaylas,Pacobamba,1691,9.35,Muy bajo,10.6,0,11.756699574685332,262.6121433850702,0,4657.54,710628.46,2906789,341742.45,0,2706,0,0.9132734003172924,0.4714268935608294,0,0,-0.15251665785298785,0.05232838518525206,0,-0.10018827266773578
090507,2026-02-01,Huancavelica,Churcampa,Paucarbamba,1692,9.34,Muy bajo,10.5,0,12.491983553078825,317.2591118836915,0,55579.96,1003807.83,3258239,407018.68,0,3164,0,0.9243786356425172,0.4873585528079831,0,0,-0.1543712321523004,0.054096799361686126,0,-0.10027443279061427
160804,2026-02-01,Loreto,Putumayo,Yaguas,1693,9.34,Muy bajo,10.5,0,3.452453438957485,0.004304556354916066,0,0.03,7.179999999999999,318614,0,0,1668,0,0.6007403490216816,3.632498370878983e-4,0,0,-0.10032363828662083,4.0320731916756715e-5,0,-0.10028331755470407
061311,2026-02-01,Cajamarca,Santa Cruz,Yauyucan,1694,9.33,Muy bajo,10.4,0,11.081126909020083,205.97497641509437,0,86973.26,524000.3400000001,1134679,125735.22,0,2544,0,0.9005817028027499,0.4509713143111846,0,0,-0.15039714436805923,0.05005781588854149,0,-0.10033932847951774
240103,2026-02-01,Tumbes,Tumbes,La Cruz,1695,9.33,Muy bajo,10.4,0,3.4586110660468963,0.0038010780733785405,0,0.18,43.71999999999997,2126595,73550.65,0,11502,0,0.6012691697514543,3.2084315720421266e-4,0,0,-0.10041195134849287,3.5613590449667606e-5,0,-0.10037633775804321
200304,2026-02-01,Piura,Huancabamba,Huarmaca,1696,9.29,Muy bajo,10.3,0,7.360396128527959,34.655977547072105,0,2181.85,1271839.7199999993,17258035,1270259.74,0,36699,0,0.8038075092543627,0.30224179465900286,0,0,-0.13423585404547858,0.033548839207149316,0,-0.10068701483832926
021508,2026-02-01,Áncash,Pallasca,Pallasca,1697,9.28,Muy bajo,10.3,0,18.463723668980567,650.9431907613343,0,0,1521905.1799999997,3170690,195877.44,0,2338,0,0.9672131147540983,0.5480021132327885,0,0,-0.16152459016393442,0.06082823456883952,0,-0.1006963555950949
160504,2026-02-01,Loreto,Requena,Emilio San Martín,1698,9.26,Muy bajo,10.2,0,3.4928555661057024,0.004848711803475136,0,0.13,32.370000000000005,19103473,436205.22,0,6676,0,0.6044420941300899,4.0905875159660804e-4,0,0,-0.10094182971972501,4.540552142722349e-5,0,-0.1008964241982978
120410,2026-02-01,Junín,Jauja,Huertas,1699,9.22,Muy bajo,10.2,0,8.864556171402311,87.3385585970915,0,7731.55,204197.54999999993,787714,47917.35,0,2338,0,0.8577472236911687,0.37896765883553885,0,0,-0.14324378635642518,0.042065410130744815,0,-0.10117837622568036
150721,2026-02-01,Lima,Huarochirí,San Lorenzo de Quinti,1700,9.22,Muy bajo,10.1,0,13.554674574420774,349.5019320388349,0,21330.89,359986.99,948942,74722,0,1030,0,0.9349550502379693,0.4955194700006291,0,0,-0.1561374933897409,0.055002661170069835,0,-0.10113483221967107
130207,2026-02-01,La Libertad,Ascope,Santiago de Cao,1701,9.21,Muy bajo,10.1,0,8.058410969794647,55.57780689177835,0,62790.850000000006,1124172.3000000007,1801237,136941.15,0,20227,0,0.8328926493918561,0.3412872015796993,0,0,-0.13909307244844,0.03788287937534662,0,-0.10121019307309337
150201,2026-02-01,Lima,Barranca,Barranca,1702,9.19,Muy bajo,10,0,8.96473236013871,89.81195230310362,0,514351.22000000003,7196721.549999997,17049142,882345.4099999999,0,80131,0,0.8603913273400318,0.38130295987580476,0,0,-0.1436853516657853,0.04232462854621433,0,-0.10136072311957098
210204,2026-02-01,Puno,Azángaro,Asillo,1703,9.19,Muy bajo,10,0,15.786785469074369,448.83921315192737,0,196006.61000000002,5938142.789999999,7413430,895064.86,0,13230,0,0.9502908514013749,0.51662141066992,0,0,-0.15869857218402963,0.057344976584361114,0,-0.10135359559966853
250401,2026-02-01,Ucayali,Purús,Purus,1704,9.13,Muy bajo,9.9,0,3.6126114028015524,0.0019362898188632106,0,0.02,6.2,8057248,258062.16,0,3202,0,0.6097303014278159,1.6359134436366292e-4,0,0,-0.10182496033844526,1.8158639224366586e-5,0,-0.10180680169922089
090716,2026-02-01,Huancavelica,Tayacaja,San Marcos de Rocchac,1705,9.11,Muy bajo,9.9,0,8.508857805644768,63.292527216174186,0,6092.68,81394.19,1233319,52470.68,0,1286,0,0.8445267054468535,0.35209734183151714,0,0,-0.14103595980962455,0.0390828049432984,0,-0.10195315486632614
040805,2026-02-01,Arequipa,La Uniòn,Pampamarca,1706,9.08,Muy bajo,9.8,0,20.62595941400518,642.2271227364183,0,35902.380000000005,638373.7599999998,970384,54369,0,994,0,0.9751454257006875,0.5468638561478024,0,0,-0.16284928609201482,0.060701888032406066,0,-0.10214739805960876
150714,2026-02-01,Lima,Huarochirí,Ricardo Palma,1707,9.08,Muy bajo,9.8,0,11.641924409238069,190.00470121861687,0,76512.61,1294122.0199999996,3497094,318129.04,0,6811,0,0.9069275515600211,0.44418045308077925,0,0,-0.15145690111052354,0.0493040302919665,0,-0.10215287081855703
150807,2026-02-01,Lima,Huaura,Leoncio Prado,1708,9.08,Muy bajo,9.7,0,9.946360338963881,114.36854115327749,0,19169.97,232053.77000000002,742734,45900,0,2029,0,0.8783712321523004,0.40154372001620503,0,0,-0.14668799576943417,0.04457135292179876,0,-0.10211664284763541
150715,2026-02-01,Lima,Huarochirí,San Andrés de Tupicocha,1709,9.07,Muy bajo,9.7,0,15.495117020575004,401.34559336823736,0,27389.29,459942.05000000005,1485978,230254.03,0,1146,0,0.9492332099418297,0.5071853264613874,0,0,-0.15852194606028558,0.056297571237213996,0,-0.10222437482307159
050104,2026-02-01,Ayacucho,Huamanga,Carmen Alto,1710,9.06,Muy bajo,9.6,0,8.143064565583256,52.53035679670465,0,146719.03999999998,1734342.2600000007,10687629,524936.24,0,33016,0,0.8360655737704918,0.33660480615347615,0,0,-0.13962295081967216,0.037363133483035854,0,-0.1022598173366363
051108,2026-02-01,Ayacucho,Vilcas Huamán,Vischongo,1711,9.06,Muy bajo,9.5,0,8.739266841263833,70.29090956887484,0,22936.24,267386.6199999999,8703845,760652.24,0,3804,0,0.8524590163934426,0.36083544657454464,0,0,-0.14236065573770493,0.040052734569774456,0,-0.10230792116793047
131004,2026-02-01,La Libertad,Santiago de Chuco,Mollebamba,1712,9.04,Muy bajo,9.5,0,25.637756569325077,782.6814903047093,0,21436.59,1412740.0900000003,1460424,60980.97,0,1805,0,0.98783712321523,0.5635665958681713,0,0,-0.1649687995769434,0.06255589214136702,0,-0.10241290743557639
080608,2026-02-01,Cusco,Canchis,Tinta,1713,9.02,Muy bajo,9.4,0,11.299900163841047,167.85109657206058,0,66532.22,910760.0500000007,4884002,551887.35,0,5426,0,0.9026969857218403,0.4337547458388363,0,0,-0.15075039661554734,0.04814677678811083,0,-0.10260361982743652
090119,2026-02-01,Huancavelica,Huancavelica,Huando,1714,9.02,Muy bajo,9.4,0,9.216723475527044,93.4083949535658,0,45130.41,533081.7100000001,4799134,318833.03,0,5707,0,0.8699101004759386,0.3845875343257041,0,0,-0.14527498677948175,0.042689216310153155,0,-0.1025857704693286
090311,2026-02-01,Huancavelica,Angaraes,Santo Tomas de Pata,1715,8.99,Muy bajo,9.3,0,10.203743522655051,116.47538006756757,0,13309.650000000001,137906.85,862236,52480.35,0,1184,0,0.8836594394500265,0.4030741672324665,0,0,-0.14757112638815442,0.04474123256280378,0,-0.10282989382535064
021202,2026-02-01,Áncash,Huaylas,Huallanca,1716,8.97,Muy bajo,9.3,0,15.589675649010607,375.7371722365041,0,35518.420000000006,438485.28000000026,1992687,289153.44,0,1167,0,0.9497620306716024,0.5016237775065414,0,0,-0.1586102591221576,0.055680239303226096,0,-0.10293001981893149
200602,2026-02-01,Piura,Sullana,Bellavista,1717,8.96,Muy bajo,9.2,0,7.029936673748955,22.00263687459226,0,1425.4699999999998,876893.0899999999,4344170,257556.3,0,39854,0,0.7932310946589106,0.2651746247803996,0,0,-0.13246959280803808,0.029434383350624357,0,-0.10303520945741372
150719,2026-02-01,Lima,Huarochirí,San Juan de Iris,1718,8.95,Muy bajo,9.2,0,19.36177259801371,527.9826333333334,0,18791.309999999998,316789.5800000001,1022612,186995.81,0,600,0,0.9698572184029614,0.5303270832306393,0,0,-0.16196615547329454,0.05886630623860096,0,-0.10309984923469359
140307,2026-02-01,Lambayeque,Lambayeque,Motupe,1719,8.94,Muy bajo,9.1,0,3.9276942735480187,0.3179495824472224,0,235.63,12259.5,861633,33842.31,0,38558,0,0.6329984135378107,0.02334751130643315,0,0,-0.1057107350608144,0.0025915737550140797,0,-0.10311916130580032
200601,2026-02-01,Piura,Sullana,Sullana,1720,8.92,Muy bajo,9.1,0,8.080290703079859,44.777879655586695,0,45955.350000000006,8944829.239999998,19887371,1606957.3900000001,0,199760,0,0.8334214701216288,0.3233741966190523,0,0,-0.13918138551031203,0.03589453582471481,0,-0.10328684968559723
090309,2026-02-01,Huancavelica,Angaraes,Julcamarca,1721,8.91,Muy bajo,9,0,8.539784639364235,55.93998308906426,0,8697.66,99237.53,455515,23900,0,1774,0,0.8461131676361714,0.3418268333704621,0,0,-0.14130089899524062,0.0379427785041213,0,-0.10335812049111932
110405,2026-02-01,Ica,Palpa,Tibillo,1722,8.91,Muy bajo,9,0,26.357304011460307,729.3028205128206,0,14028.44,255985.29000000004,284111,57884,0,351,0,0.9894235854045479,0.5576008259881096,0,0,-0.1652337387625595,0.06189369168468016,0,-0.10334004707787935
200206,2026-02-01,Piura,Ayabaca,Pacaipampa,1723,8.91,Muy bajo,8.9,0,8.199622696748179,48.02935727456316,0,1888.94,1094012.6999999997,9174583,735896.1900000001,0,22778,0,0.8376520359598096,0.3291771584474851,0,0,-0.13988789000528823,0.03653866458767084,0,-0.10334922541761739
081101,2026-02-01,Cusco,Paucartambo,Paucartambo,1724,8.89,Muy bajo,8.9,0,14.685853483185934,319.3833808977486,0,322703.79,4454120.630000003,24892283,3265536.39,0,13946,0,0.9439450026441036,0.48792114458584385,0,0,-0.15763881544156533,0.05415924704902867,0,-0.10347956839253666
150812,2026-02-01,Lima,Huaura,Vegueta,1725,8.85,Muy bajo,8.8,0,9.657849834203445,90.08118545226525,0,234859.16,2873139.41,13540993,1193138.77,0,31895,0,0.8751983077736647,0.3815533127661304,0,0,-0.146158117398202,0.04235241771704048,0,-0.10380569968116152
210505,2026-02-01,Puno,El Collao,Conduriri,1726,8.85,Muy bajo,8.8,0,13.796853081567093,280.86383733624444,0,35687.39,514542.5499999998,835484,0,0,1832,0,0.9386567953463776,0.4770883709449369,0,0,-0.15675568482284508,0.052956809174887993,0,-0.10379887564795709
140201,2026-02-01,Lambayeque,Ferreñafe,Ferreñafe,1727,8.83,Muy bajo,8.7,0,3.869087802096159,0.1506988715607962,0,4.71,5942.809999999998,1488723,14100,0,39435,0,0.6303543098889477,0.011870875427282272,0,0,-0.10526916975145427,0.0013176671724283323,0,-0.10395150257902594
080601,2026-02-01,Cusco,Canchis,Sicuani,1728,8.71,Muy bajo,8.6,0,10.858413708310076,121.64334000632175,0,580606.21,8081618.579999998,47227178,3835305.63,0,66437,0,0.8979375991538868,0.40671499610227063,0,0,-0.1499555790586991,0.04514536456735204,0,-0.10481021449134706
210807,2026-02-01,Puno,Melgar,Orurillo,1729,8.71,Muy bajo,8.6,0,24.35621260666845,572.013735873426,0,346840.13,3543053.08,5210655,752922.26,0,6194,0,0.9846641988365944,0.5370887029929468,0,0,-0.16443892120571127,0.05961684603221709,0,-0.10482207517349418
030412,2026-02-01,Apurímac,Aymaraes,Sañayca,1730,8.69,Muy bajo,8.5,0,20.046036264539367,451.30562970936495,0,18276.74,419262.93000000005,2140052,428995.6,0,929,0,0.9719725013220518,0.517083825032434,0,0,-0.16231940772078265,0.05739630457860018,0,-0.10492310314218248
200705,2026-02-01,Piura,Talara,Los Organos,1731,8.66,Muy bajo,8.5,0,6.943645653573287,16.314824411309374,0,438.33,200231.83999999997,9345792,330109.38,0,12273,0,0.790058170280275,0.2411532155541682,0,0,-0.13193971443680594,0.02676800692651267,0,-0.10517170751029327
200501,2026-02-01,Piura,Paita,Paita,1732,8.65,Muy bajo,8.4,0,7.680362151015963,26.88287651862008,0,38796.840000000004,3117795.370000001,53848917,4050287.6,0,115977,0,0.817028027498678,0.28144598839493046,0,0,-0.13644368059227924,0.031240504711837282,0,-0.10520317588044195
200507,2026-02-01,Piura,Paita,Vichayal,1733,8.65,Muy bajo,8.4,0,8.266454686936784,40.62978018669077,0,2246.98,269863.0000000001,9390835,542933.23,0,6642,0,0.8397673188789001,0.31534141246350395,0,0,-0.1402411422527763,0.035002896783448936,0,-0.10523824546932738
051003,2026-02-01,Ayacucho,Víctor Fajardo,Apongo,1734,8.63,Muy bajo,8.3,0,11.934145216848844,156.43314285714277,0,12647.81,71177.07999999996,147476,0,0,455,0,0.9153886832363829,0.427833547248381,0,0,-0.15286991010047596,0.04748952374457029,0,-0.10538038635590566
081207,2026-02-01,Cusco,Quispicanchi,Huaro,1735,8.63,Muy bajo,8.3,0,13.87985198651482,239.89757783434496,0,89438.69,1225156.9299999997,6999092,971463.61,0,5107,0,0.9391856160761501,0.46380665304112006,0,0,-0.1568439978847171,0.05148253848756433,0,-0.10536145939715276
200606,2026-02-01,Piura,Sullana,Miguel Checa,1736,8.58,Muy bajo,8.2,0,8.35022935366399,38.87707640895954,0,702.73,430446.99,1719833,143610,0,11072,0,0.8402961396086727,0.31170375828976465,0,0,-0.14032945531464835,0.034599117170163875,0,-0.10573033814448449
110107,2026-02-01,Ica,Ica,Pueblo Nuevo,1737,8.57,Muy bajo,8.2,0,16.50225186840515,315.8637395800359,0,161488.24000000002,2993440.66,4600180,465487.7,0,9477,0,0.9571655208884188,0.4869869550073945,0,0,-0.15984664198836596,0.05405555200582079,0,-0.10579108998254516
110113,2026-02-01,Ica,Ica,Tate,1738,8.57,Muy bajo,8.1,0,18.32245235320105,374.28191250216133,0,119011.3,2164472.299999999,4067587,745281.69,0,5783,0,0.9666842940243258,0.5012964727858612,0,0,-0.1614362771020624,0.05564390847923059,0,-0.10579236862283181
200806,2026-02-01,Piura,Sechura,Rinconada Llicuar,1739,8.57,Muy bajo,8.1,0,17.636513481894823,343.3125815300212,0,910.6199999999999,1126408.5799999996,1492446,257862.44,0,3281,0,0.9619249074563723,0.49401276662862204,0,0,-0.16064145954521417,0.05483541709577704,0,-0.10580604244943712
080508,2026-02-01,Cusco,Canas,Tupac Amaru,1740,8.53,Muy bajo,8,0,11.748280356802832,138.51467918622848,0,26924.57,354043.52,2242471,243661.78,0,2556,0,0.9127445795875199,0.41761501194317635,0,0,-0.15242834479111583,0.046355266325692576,0,-0.10607307846542326
060605,2026-02-01,Cajamarca,Cutervo,La Ramada,1741,8.51,Muy bajo,8,0,16.96373473705677,309.69224533909755,0,179771.67,1146171,3138320,452250.59,0,3701,0,0.9587519830777367,0.4853235732678257,0,0,-0.16011158117398203,0.05387091663272865,0,-0.10624066454125337
250202,2026-02-01,Ucayali,Atalaya,Sepahua,1742,8.5,Muy bajo,7.9,0,3.972880668485214,0.001767130919220056,0,0,15.860000000000003,9107636,336050.51,0,8975,0,0.636700158646219,1.4931222285826125e-4,0,0,-0.10632892649391858,1.6573656737266998e-5,0,-0.10631235283718131
040122,2026-02-01,Arequipa,Arequipa,Socabaya,1743,8.46,Muy bajo,7.9,0,19.606616259417258,372.1981148585505,0,1753697.36,35049152.07999998,55937589,9903694.39,0,94168,0,0.9709148598625066,0.5008255859765908,0,0,-0.1621427815970386,0.05559164004340158,0,-0.10655114155363701
200109,2026-02-01,Piura,Piura,La Arena,1744,8.43,Muy bajo,7.8,0,8.939703392127836,49.49284342825341,0,4397.39,2134329.38,4592663,410570.45,0,43124,0,0.8598625066102591,0.3316645263753789,0,0,-0.14359703860391326,0.03681476242766706,0,-0.1067822761762462
120420,2026-02-01,Junín,Jauja,Muqui,1745,8.4,Muy bajo,7.7,0,10.330827533721543,77.0484562438545,0,2912.19,78358.28000000003,290393,30000,0,1017,0,0.8857747223691169,0.36849408384322613,0,0,-0.14792437863564253,0.0409028433065981,0,-0.10702153532904443
080606,2026-02-01,Cusco,Canchis,San Pablo,1746,8.38,Muy bajo,7.7,0,13.057971801415361,175.28923485899224,0,55359.86,758301.2300000004,4199076,359546.32,0,4326,0,0.9323109465891063,0.43740040331086666,0,0,-0.15569592808038077,0.0485514447675062,0,-0.10714448331287457
030606,2026-02-01,Apurímac,Chincheros,Ongoy,1747,8.37,Muy bajo,7.6,0,26.52181384098994,492.1453488372093,0,6772.070000000001,1058112.5,6013934,866926.15,0,2150,0,0.9904812268640931,0.5243944438838305,0,0,-0.16541036488630356,0.058207783271105186,0,-0.10720258161519838
050907,2026-02-01,Ayacucho,Sucre,Paico,1748,8.37,Muy bajo,7.6,0,9.652901752590735,61.28081677704199,0,2377.11,27760.21000000002,3942221,380538.72,0,453,0,0.8741406663141195,0.3494089048273352,0,0,-0.14598149127445795,0.03878438843583421,0,-0.10719710283862374
060410,2026-02-01,Cajamarca,Chota,Lajas,1749,8.36,Muy bajo,7.5,0,18.27978840645597,315.0842875364431,0,541930.34,3458365.1399999997,8816148,632415.65,0,10976,0,0.9661554732945531,0.4867786682565226,0,0,-0.1613479640401904,0.05403243217647401,0,-0.10731553186371638
211003,2026-02-01,Puno,San Antonio de Putina,Pedro Vilca Apaza,1750,8.36,Muy bajo,7.5,0,27.926514721605507,514.5966821885912,0,40733.57,884077.0999999996,1869667,522132.83,0,1718,0,0.9936541512427287,0.5281595205528851,0,0,-0.1659402432575357,0.058625706781370246,0,-0.10731453647616546
020608,2026-02-01,Áncash,Carhuaz,San Miguel de Aco,1751,8.35,Muy bajo,7.4,0,36.71338742060467,565.5818810679613,0,113229.14,1398118.4100000001,2375297,795967.21,0,2472,0,0.9994711792702274,0.5361340838269054,0,0,-0.166911686938128,0.0595108833047865,0,-0.1074008036333415
081104,2026-02-01,Cusco,Paucartambo,Colquepata,1752,8.34,Muy bajo,7.4,0,17.34784542793247,277.3853110756609,0,177752.38,2434333.49,13573345,789673.98,0,8776,0,0.9598096245372819,0.47603820062898783,0,0,-0.16028820729772608,0.05284024026981765,0,-0.10744796702790843
