ubigeo,periodo,irsip,irsip_bruto,contrib_rezago,contrib_ejecucion,contrib_canon,contrib_mineria
010101,2021-01-01,23.42,2.533685114760746e-4,0,-0,2.533685114760746e-4,0
010101,2021-02-01,1.31,-0.15767117176063622,0,-0.15788930084745761,2.1812908682139985e-4,0
010101,2021-03-01,1,-0.15982722906295704,0,-0.16001218220338984,1.849531404327872e-4,0
010101,2021-04-01,1,-0.15985417635410584,0,-0.16001218220338984,1.5800584928398585e-4,0
010101,2021-05-01,2.36,-0.15012949792523259,0,-0.1502823093220339,1.5281139680130908e-4,0
010101,2021-06-01,4.13,-0.13748066550633536,0,-0.1376334745762712,1.528090699358413e-4,0
010101,2021-07-01,2.94,-0.14596787093454683,0,-0.146125,1.571290654531899e-4,0
010101,2021-08-01,2.38,-0.15003671523778156,0,-0.15019385593220339,1.571406944218365e-4,0
010101,2021-09-01,2.17,-0.1514725850127691,0,-0.15152065677966103,4.807176689191265e-5,0
010101,2021-10-01,1.7,-0.1548280719252191,0,-0.1548883006881948,6.022876297571377e-5,0
010101,2021-11-01,1.97,-0.15294695079721846,0,-0.15303176283748016,8.481204026170677e-5,0
010101,2021-12-01,3.06,-0.1451330301515816,0,-0.14525198517734253,1.189550257609163e-4,0
010101,2022-01-01,23.41,1.5755290846360874e-4,0,-0,1.5755290846360874e-4,0
010101,2022-02-01,34.11,0.07658219044515654,0.076375,-0,2.0719044515654777e-4,0
010101,2022-03-01,34.11,0.0766338640647791,0.076375,-0,2.5886406477909873e-4,0
010101,2022-04-01,34.12,0.0766998043087483,0.076375,-0,3.2480430874829943e-4,0
010101,2022-05-01,34.13,0.07677233842310209,0.076375,-0,3.9733842310209894e-4,0
010101,2022-06-01,22.88,-0.0035958735424761624,0.076375,-0.08044997353096878,4.790999884926159e-4,0
010101,2022-07-01,16.61,-0.048399946519875295,0.076375,-0.1253605082053997,5.855616855244142e-4,0
010101,2022-08-01,1.54,-0.15598093334202692,0,-0.15665643197458975,6.754986325628236e-4,0
010101,2022-09-01,1.21,-0.15834615483350659,0,-0.15913181577554264,7.856609420360611e-4,0
010101,2022-10-01,1.16,-0.158692167696249,0,-0.15957384859714135,8.816809008923444e-4,0
010101,2022-11-01,0.93,-0.1603680915533329,0,-0.16134197988353627,9.738883302033583e-4,0
010101,2022-12-01,2.46,-0.14941115669919963,0,-0.15046797247220753,0.0010568157730079064,0
010101,2023-01-01,23.54,0.0011267399155488861,0,-0,0.0011267399155488861,0
010101,2023-02-01,23.55,0.0012062255888778527,0,-0,0.0012062255888778527,0
010101,2023-03-01,23.56,0.0012767973159232427,0,-0,0.0012767973159232427,0
010101,2023-04-01,23.57,0.0013516529040174157,0,-0,0.0013516529040174157,0
010101,2023-05-01,23.58,0.0014066551515260878,0,-0,0.0014066551515260878,0
010101,2023-06-01,23.59,0.0014573287577201721,0,-0,0.0014573287577201721,0
010101,2023-07-01,23.59,0.0015045607995522526,0,-0,0.0015045607995522526,0
010101,2023-08-01,22.02,-0.00976318219968549,0,-0.01131005291005291,0.0015468707103674206,0
010101,2023-09-01,20.91,-0.017694090295958677,0,-0.019262433862433863,0.0015683435664751875,0
010101,2023-10-01,20.28,-0.022180609775110438,0,-0.02376878306878307,0.0015881732936726325,0
010101,2023-11-01,17.89,-0.03922396838152652,0,-0.040822222222222225,0.0015982538406957116,0
010101,2023-12-01,9.37,-0.10010128690766586,0,-0.1017021164021164,0.001600829494450548,0
010101,2024-01-01,23.6,0.001577231639593114,0,-0,0.001577231639593114,0
010101,2024-02-01,23.6,0.0015624782904512299,0,-0,0.0015624782904512299,0
010101,2024-03-01,23.6,0.0015436374023912684,0,-0,0.0015436374023912684,0
010101,2024-04-01,23.6,0.0015132901737631417,0,-0,0.0015132901737631417,0
010101,2024-05-01,22.14,-0.008847776331414703,0,-0.010338095238095238,0.0014903189066805354,0
010101,2024-06-01,22.54,-0.006048841702821481,0,-0.007510582010582011,0.0014617403077605297,0
010101,2024-07-01,22.64,-0.005288925341195178,0,-0.006715343915343916,0.001426418574148738,0
